13	27	29	30	24	26	19
14	35	37	32	27	34	26
14	29	30	25	38	37	31
14	30	27	21	31	32	26
14	33	34	31	33	39	32
14	24	26	25	30	30	24
15	27	29	31	31	27	29
15	24	22	27	30	21	24
15	23	24	29	30	25	28
15	19	25	23	31	22	28
15	20	27	27	27	21	22
15	32	26	29	33	28	26
16	29	24	32	35	34	36
16	30	27	32	34	32	34
16	33	26	36	32	38	38
16	30	31	33	34	35	36
16	31	30	32	34	32	33
17	27	21	20	26	28	26
17	29	28	30	26	27	26
17	28	27	26	28	24	28
17	23	22	22	33	30	26
17	28	25	29	29	26	26
17	27	28	24	28	28	28
17	28	31	23	31	30	29
18	38	36	28	28	29	24
18	29	28	26	26	26	24
18	35	31	30	26	26	15
18	28	28	28	21	26	23
18	30	32	29	17	26	23
18	27	29	28	25	31	28
18	30	21	29	24	27	25
19	31	26	35	35	31	34
19	33	31	36	42	37	36
19	40	35	33	40	39	38
19	35	33	39	39	38	33
19	30	30	32	30	31	34
19	35	29	37	31	29	29
19	36	32	33	30	33	27
20	25	27	29	33	32	32
20	24	22	22	29	29	28
20	17	28	25	32	31	24
20	30	28	26	29	23	21
20	24	25	26	28	25	25
20	28	29	30	26	27	28
21	30	31	28	28	29	30
21	32	37	28	28	33	33
21	34	35	32	32	29	24
21	27	31	31	28	26	22
21	37	38	32	25	30	30
21	25	25	30	32	28	38
21	28	25	24	31	27	36
22	27	32	26	24	29	33
22	32	33	29	28	29	30
22	32	30	24	32	32	27
22	34	29	29	30	35	30
22	36	33	34	40	32	33
22	30	31	25	23	31	28
22	33	33	29	25	29	29
23	33	31	29	22	26	22
23	35	44	37	21	30	27
23	25	26	25	27	32	25
23	29	31	30	26	31	26
24	32	31	30	33	31	30
24	23	31	27	26	25	26
24	27	30	30	27	34	34
24	24	24	22	19	25	27
24	21	26	26	27	33	27
25	35	33	32	32	28	33
25	29	27	25	24	29	26
25	33	30	28	33	35	37
25	33	30	30	30	35	34
25	26	25	22	22	26	28
25	36	33	30	23	23	30
25	28	26	25	29	22	30
26	34	36	32	34	37	32
26	33	35	26	37	34	29
26	31	30	29	44	35	35
26	34	38	35	38	33	30
26	33	32	31	40	41	35
26	30	27	27	36	36	31
26	39	36	29	32	35	32
27	30	36	32	29	27	29
27	30	32	34	33	36	34
27	25	29	27	32	35	33
27	32	27	30	30	29	30
27	32	33	31	33	36	34
28	25	30	28	32	30	31
28	30	24	27	42	37	30
28	29	35	30	31	33	29
28	27	28	29	31	24	27
28	30	26	23	31	26	25
28	28	25	29	32	28	29
29	30	35	32	26	23	26
29	26	25	27	25	22	25
29	18	18	23	23	22	19
29	26	27	25	24	23	24
29	24	25	33	28	26	25
30	32	27	33	37	37	35
30	40	40	38	32	34	33
30	30	32	32	32	33	34
30	36	38	36	27	35	33
31	23	22	27	29	26	23
31	23	23	23	28	25	20
31	24	23	25	20	29	22
31	26	27	24	26	32	23
31	25	25	24	27	22	20
31	24	27	28	25	24	22
32	31	31	31	30	26	28
32	37	31	31	34	34	33
32	23	26	25	32	30	34
32	24	25	26	30	23	30
32	30	32	38	25	31	26
33	38	33	35	40	35	37
33	34	31	31	34	31	36
33	22	22	28	32	28	30
33	37	31	33	30	35	37
33	33	29	32	31	35	31
33	36	26	32	36	31	30
34	34	34	30	39	35	38
34	36	34	30	38	41	38
34	37	34	34	36	37	35
34	36	30	32	32	34	33
34	36	36	34	28	30	33
34	35	36	35	32	36	35
34	32	31	28	32	29	33
34	31	30	29	32	28	34
35	19	23	23	22	27	27
35	24	31	28	29	31	29
35	22	30	23	22	26	22
35	29	29	33	21	19	17
35	25	25	29	20	19	20
36	40	35	39	31	32	26
36	37	36	38	31	31	33
36	35	32	31	30	32	34
36	38	37	42	27	32	26
36	34	28	33	32	30	29
36	30	33	31	22	21	26
36	35	32	31	36	35	34
37	25	21	27	28	27	21
37	27	23	23	28	25	27
37	26	24	26	27	22	22
37	21	21	26	17	19	17
37	16	24	20	23	25	23
38	19	23	23	20	26	24
38	19	11	16	20	22	21
38	26	22	21	21	21	26
38	26	25	24	24	24	23
38	18	21	21	25	28	27
38	16	20	23	20	18	19
39	31	36	34	32	32	29
39	23	31	30	22	25	23
39	18	21	20	28	27	26
39	22	28	18	24	26	25
39	30	32	35	32	33	33
39	31	30	31	29	31	29
40	24	27	24	25	18	23
40	26	23	26	23	17	24
40	29	25	33	31	27	29
40	26	21	24	29	23	25
40	24	22	27	24	23	28
40	26	27	27	26	25	25
40	29	28	29	28	25	29
41	24	33	33	33	33	36
41	24	27	30	28	20	23
41	31	30	32	30	33	24
41	39	36	35	40	34	38
41	37	41	34	28	30	28
41	32	30	30	39	38	34
41	38	42	39	32	32	31
41	35	33	30	35	33	33
42	30	31	30	34	33	30
42	31	28	33	25	28	30
42	33	35	26	28	30	32
42	28	25	24	27	32	35
42	36	33	35	35	38	36
42	33	27	28	30	31	30
42	29	29	26	34	30	31
42	33	32	29	35	36	36
43	30	33	32	30	37	34
43	30	31	25	36	34	36
43	29	31	30	28	30	27
43	31	31	23	39	31	35
43	28	31	32	31	31	31
43	36	28	34	25	23	33
43	29	26	30	29	30	27
43	28	29	29	30	33	32
44	28	26	27	26	29	30
44	27	30	35	34	37	38
44	30	30	32	30	32	27
44	34	34	32	36	38	41
45	35	35	33	34	40	36
45	35	37	31	36	38	41
45	42	41	42	37	33	40
45	37	37	34	39	41	41
45	34	42	32	39	39	37
45	45	43	40	41	41	43
46	32	27	32	32	31	29
46	25	30	32	36	37	31
46	32	32	34	34	37	33
46	36	29	32	30	29	33
46	37	33	36	38	30	29
46	33	34	41	35	31	32
46	27	28	30	31	28	27
47	36	34	36	28	34	32
47	28	30	30	27	31	31
47	30	30	31	22	24	29
47	31	28	27	29	32	26
47	30	31	37	31	26	30
47	34	34	36	43	41	38
47	30	29	35	22	27	21
48	29	35	33	28	29	28
48	35	24	27	30	32	30
48	33	35	28	41	37	36
48	32	32	34	31	27	29
48	31	34	31	32	30	31
48	28	30	30	33	26	25
48	32	41	33	32	28	30
48	32	35	35	38	31	35
49	24	28	29	28	27	28
49	27	26	26	29	25	28
49	24	23	20	27	27	24
49	24	27	27	21	20	28
49	31	26	31	28	25	26
49	27	26	26	24	22	28
49	28	33	33	24	28	27
49	25	27	26	25	29	26
49	22	20	20	25	28	34
50	28	29	31	29	28	31
50	35	33	32	32	33	42
50	38	39	34	30	37	34
50	32	31	39	24	25	30
50	29	26	28	32	28	33
50	34	36	37	31	34	34
50	30	31	31	34	34	35
50	30	31	29	33	31	34
50	36	27	34	30	37	38
51	36	30	36	31	29	33
51	31	34	37	32	32	34
51	26	31	27	32	35	36
51	27	30	28	28	30	30
51	38	31	32	32	31	31
51	33	35	34	32	32	35
51	33	32	29	29	30	31
51	35	30	38	41	38	36
51	31	29	34	31	31	36
51	38	35	39	35	34	39
52	35	44	32	35	35	36
52	29	32	24	29	25	27
52	20	23	23	31	35	31
52	37	33	31	29	27	26
52	27	33	27	32	30	33
53	24	29	32	27	28	31
53	33	36	35	27	30	31
53	20	20	24	21	26	25
53	29	29	33	34	35	38
53	31	33	32	36	36	34
54	28	22	22	25	28	26
54	24	19	21	23	24	26
54	24	24	33	27	26	27
54	29	25	23	30	32	26
54	28	24	24	23	26	30
54	33	24	32	30	33	29
54	31	28	29	18	25	22
54	33	24	30	19	22	19
54	31	26	23	31	31	32
55	33	34	34	27	33	36
55	36	38	34	30	35	38
55	36	36	31	33	35	36
55	33	34	28	36	36	37
55	23	31	25	27	28	32
56	26	34	32	38	28	31
56	31	32	30	29	34	31
56	26	35	33	32	30	26
56	38	36	32	26	29	30
56	25	25	23	31	28	25
56	25	32	33	27	31	33
56	21	27	25	26	32	32
57	27	28	29	32	30	27
57	31	32	32	33	31	30
57	31	27	27	34	29	32
57	30	28	30	39	32	34
57	35	30	33	27	29	30
57	26	26	23	31	29	29
57	35	34	31	31	33	33
57	25	25	20	24	23	23
57	31	27	27	32	29	25
57	29	27	30	29	25	30
57	31	29	25	31	35	32
57	23	19	20	26	26	23
58	31	35	33	32	34	31
58	38	34	31	36	33	36
58	35	33	33	36	38	32
58	33	35	34	31	27	25
58	34	36	33	27	27	28
58	32	35	35	36	31	27
59	25	29	31	29	30	32
59	32	34	40	34	34	37
59	29	29	30	32	30	33
59	30	30	29	38	36	34
59	26	31	27	33	30	28
59	31	33	27	31	28	30
59	27	33	31	36	35	31
59	28	28	30	34	33	32
59	25	26	27	30	24	30
59	31	35	38	41	36	37
59	28	29	28	36	31	31
60	32	31	30	22	28	28
60	31	28	35	20	24	26
60	30	32	33	37	37	38
60	32	34	31	30	31	33
60	31	30	33	26	32	28
60	30	32	28	28	27	29
60	31	30	28	24	21	29
60	25	22	31	20	22	22
60	28	28	30	34	34	39
